dataset_row_id,source,campaign_id,template_id,segment_id,target_id,age_bracket,gender,education,clicked_flag,baseline_pred_clicked_flag,baseline_pred_probability
548,synthetic,18,2,29,537,45-54,M,Secundaria,0,1,0.5077005453523965
425,synthetic,14,2,30,414,45-54,M,Tecnica,0,1,0.5944554349827691
839,synthetic,28,3,29,828,45-54,M,Secundaria,0,1,0.527550685218911
1067,synthetic,36,4,9,1056,25-34,F,Secundaria,0,1,0.6062965691693055
23,synthetic,1,1,8,12,18-24,M,Posgrado,0,1,0.5037575453369451
675,synthetic,23,3,19,664,35-44,F,Universitaria,0,0,0.33176975334992687
415,synthetic,14,2,30,404,45-54,M,Tecnica,0,1,0.5944554349827691
809,synthetic,27,3,14,798,25-34,M,Tecnica,0,1,0.6016459921656894
1236,synthetic,41,5,34,1225,55+,F,Tecnica,0,0,0.4858047080898414
1811,synthetic,60,6,29,1800,45-54,M,Secundaria,0,1,0.5045236720418544
1416,synthetic,47,5,12,1405,25-34,F,Posgrado,1,1,0.5749184240726525
1973,synthetic,66,7,37,1962,55+,M,Secundaria,0,0,0.263224757628534
1868,synthetic,62,7,16,1857,25-34,M,Posgrado,0,0,0.42093878883090646
1831,synthetic,61,7,36,1820,55+,F,Posgrado,0,0,0.2388671761734676
1581,synthetic,53,6,27,1570,45-54,F,Universitaria,0,0,0.4947001530640392
1227,synthetic,41,5,34,1216,55+,F,Tecnica,0,0,0.4858047080898414
532,synthetic,18,2,29,521,45-54,M,Secundaria,0,1,0.5077005453523965
1875,synthetic,63,7,37,1864,55+,M,Secundaria,0,0,0.263224757628534
171,synthetic,6,1,4,160,18-24,F,Posgrado,0,1,0.5627508845796775
993,synthetic,33,4,29,982,45-54,M,Secundaria,0,1,0.5607150477563597
552,synthetic,19,2,28,541,45-54,F,Posgrado,0,0,0.4753148377465076
2348,synthetic,78,8,10,2337,25-34,F,Tecnica,0,1,0.689137718307322
2368,synthetic,79,8,21,2357,35-44,M,Secundaria,0,0,0.37415403364203026
283,synthetic,10,1,21,272,35-44,M,Secundaria,0,0,0.4839874878669335
275,synthetic,9,1,16,264,25-34,M,Posgrado,0,1,0.5721461819698777
949,synthetic,32,4,37,938,55+,M,Secundaria,0,0,0.2925947566211573
1904,synthetic,64,7,30,1893,45-54,M,Tecnica,0,1,0.610452673385737
2068,synthetic,69,7,25,2057,45-54,F,Secundaria,0,1,0.5829532179711919
1123,synthetic,38,4,12,1112,25-34,F,Posgrado,0,1,0.5162048819831176
173,synthetic,6,1,4,162,18-24,F,Posgrado,0,1,0.5627508845796775
761,synthetic,25,3,19,750,35-44,F,Universitaria,0,0,0.33176975334992687
2084,synthetic,70,7,14,2073,25-34,M,Tecnica,0,1,0.5985960470168
2006,synthetic,67,7,12,1995,25-34,F,Posgrado,0,0,0.4796070027421895
1113,synthetic,37,4,16,1102,25-34,M,Posgrado,0,0,0.45699123286027693
43,synthetic,2,1,3,32,18-24,F,Universitaria,0,1,0.5848375447419792
2355,synthetic,79,8,21,2344,35-44,M,Secundaria,0,0,0.37415403364203026
2364,synthetic,79,8,21,2353,35-44,M,Secundaria,0,0,0.37415403364203026
369,synthetic,12,2,8,358,18-24,M,Posgrado,0,0,0.3404468249681409
1796,synthetic,60,6,29,1785,45-54,M,Secundaria,0,1,0.5045236720418544
1358,synthetic,45,5,31,1347,45-54,M,Universitaria,0,1,0.5509650151324413
1810,synthetic,60,6,29,1799,45-54,M,Secundaria,0,1,0.5045236720418544
1735,synthetic,58,6,5,1724,18-24,M,Secundaria,0,0,0.42382666466906355
97,synthetic,3,1,35,86,55+,F,Universitaria,0,0,0.3872144665679072
1016,synthetic,34,4,14,1005,25-34,M,Tecnica,0,1,0.6332252282042902
1807,synthetic,60,6,29,1796,45-54,M,Secundaria,0,1,0.5045236720418544
2265,synthetic,76,8,39,2254,55+,M,Universitaria,0,0,0.2410915259592247
